Thème,Artiste,Titre,Lien YouTube (démarre à l'extrait joué),On garde,Commentaire / Remplacer par
Musiques de films,Star Wars,Duel of the Fates,https://www.youtube.com/watch?v=xlYCxbBZUCY&t=24s,TRUE,
Musiques de films,Suicide Squad,Heathens,https://www.youtube.com/watch?v=UprcpdwuwCg&t=38s,TRUE,
Musiques de films,Suicide Squad,Sucker for Pain,https://www.youtube.com/watch?v=-59jGD4WrmE&t=25s,TRUE,
Musiques de films,Suicide Squad,Purple Lamborghini,https://www.youtube.com/watch?v=ZkqyIoYAXV8&t=40s,TRUE,
Musiques de films,Tarzan,You'll Be In My Heart,https://www.youtube.com/watch?v=EfHLHdSxQA0&t=63s,TRUE,
Musiques de films,Tarzan,Son of Man,https://www.youtube.com/watch?v=tiBaBca7-rY&t=22s,TRUE,
Musiques de films,Tarzan,Two Worlds,https://www.youtube.com/watch?v=wb5keTpC4WU&t=30s,TRUE,
Musiques de films,The Blues Brothers,Everybody Needs Somebody to Love,https://www.youtube.com/watch?v=EHV0zs0kVGg&t=30s,TRUE,
Musiques de films,The Blues Brothers,Shake a Tail Feather,https://www.youtube.com/watch?v=qdbrIrFxas0&t=25s,TRUE,
Musiques de films,The Blues Brothers,Think,https://www.youtube.com/watch?v=RTXszRHc0qs&t=70s,TRUE,
Musiques de films,The Greatest Showman,This Is Me,https://www.youtube.com/watch?v=CjxugyZCfuw&t=63s,TRUE,
Musiques de films,The Greatest Showman,A Million Dreams,https://www.youtube.com/watch?v=pSQk-4fddDI&t=68s,TRUE,
Musiques de films,The Greatest Showman,Rewrite The Stars,https://www.youtube.com/watch?v=gdjR2lvIfJ4&t=25s,TRUE,
Musiques de films,Top Gun,Danger Zone,https://www.youtube.com/watch?v=siwpn14IE7E&t=21s,TRUE,
Musiques de films,Top Gun,Take My Breath Away,https://www.youtube.com/watch?v=Bx51eegLTY8&t=33s,TRUE,
Musiques de films,Top Gun,Hold My Hand,https://www.youtube.com/watch?v=O2CIAKVTOrc&t=55s,TRUE,
Musiques de films,Trolls,CAN'T STOP THE FEELING!,https://www.youtube.com/watch?v=ru0K8uYEZWw&t=45s,TRUE,
Musiques de films,Trolls,True Colors,https://www.youtube.com/watch?v=3JIpIsgHqV0&t=20s,TRUE,
Musiques de films,Trolls,Get Back Up Again,https://www.youtube.com/watch?v=IFuFm0m2wj0&t=18s,TRUE,
Musiques de films,Twilight,A Thousand Years,https://www.youtube.com/watch?v=rtOvBOTyX00&t=65s,TRUE,
Musiques de films,Twilight,Decode,https://www.youtube.com/watch?v=RvnkAtWcKYg&t=55s,TRUE,
Musiques de films,Twilight,Supermassive Black Hole,https://www.youtube.com/watch?v=Xsp3_a-PMTw&t=26s,TRUE,
Musiques de films,Zombies,Someday,https://www.youtube.com/watch?v=3yy-dKTmyOo&t=30s,TRUE,
Musiques de films,Zombies,Fired Up,https://www.youtube.com/watch?v=tHjuEF4Q3qU&t=25s,TRUE,
Musiques de films,Zombies,BAMM,https://www.youtube.com/watch?v=PmWORPV7fKk&t=28s,TRUE,
Rock / Pop-punk,AC/DC,Thunderstruck,https://www.youtube.com/watch?v=v2AC41dglnM&t=22s,TRUE,
Rock / Pop-punk,AC/DC,Back in Black,https://www.youtube.com/watch?v=pAgnJDJN4VA&t=15s,TRUE,
Rock / Pop-punk,AC/DC,Highway to Hell,https://www.youtube.com/watch?v=l482T0yNkeo&t=18s,TRUE,
Rock / Pop-punk,Aerosmith,Dream On,https://www.youtube.com/watch?v=89dGC8de0CA&t=40s,TRUE,
Rock / Pop-punk,Aerosmith,Walk This Way,https://www.youtube.com/watch?v=4c8O2n1Gfto&t=25s,TRUE,
Rock / Pop-punk,Aerosmith,I Don't Want to Miss a Thing,https://www.youtube.com/watch?v=JkK8g6FMEXE&t=60s,TRUE,
Rock / Pop-punk,Arctic Monkeys,Do I Wanna Know?,https://www.youtube.com/watch?v=bpOSxM0rNPM&t=20s,TRUE,
Rock / Pop-punk,Arctic Monkeys,R U Mine?,https://www.youtube.com/watch?v=VQH8ZTgna3Q&t=45s,TRUE,
Rock / Pop-punk,Arctic Monkeys,I Bet You Look Good on the Dancefloor,https://www.youtube.com/watch?v=pK7egZaT3hs&t=15s,TRUE,
Rock / Pop-punk,Avril Lavigne,Complicated,https://www.youtube.com/watch?v=5NPBIwQyPWE&t=55s,TRUE,
Rock / Pop-punk,Avril Lavigne,Sk8er Boi,https://www.youtube.com/watch?v=TIy3n2b7V9k&t=45s,TRUE,
Rock / Pop-punk,Avril Lavigne,Girlfriend,https://www.youtube.com/watch?v=Bg59q4puhmg&t=50s,TRUE,
Rock / Pop-punk,Blink-182,All the Small Things,https://www.youtube.com/watch?v=9Ht5RZpzPqw&t=12s,TRUE,
Rock / Pop-punk,Blink-182,What's My Age Again?,https://www.youtube.com/watch?v=K7l5ZeVVoCA&t=25s,TRUE,
Rock / Pop-punk,Blink-182,I Miss You,https://www.youtube.com/watch?v=s1tAYmMjLdY&t=78s,TRUE,
Rock / Pop-punk,Bowling for Soup,1985,https://www.youtube.com/watch?v=K38xNqZvBJI&t=60s,TRUE,
Rock / Pop-punk,Bowling for Soup,Girl All the Bad Guys Want,https://www.youtube.com/watch?v=VGRxmYXi4Io&t=60s,TRUE,
Rock / Pop-punk,Bowling for Soup,High School Never Ends,https://www.youtube.com/watch?v=jrxI_euTX4A&t=70s,TRUE,
Rock / Pop-punk,Disturbed,Down with the Sickness,https://www.youtube.com/watch?v=09LTT0xwdfw&t=20s,TRUE,
Rock / Pop-punk,Disturbed,Stricken,https://www.youtube.com/watch?v=I77mjesUbkw&t=45s,TRUE,
Rock / Pop-punk,Disturbed,Indestructible,https://www.youtube.com/watch?v=aWxBrI0g1kE&t=60s,TRUE,
Rock / Pop-punk,Evanescence,Bring Me to Life,https://www.youtube.com/watch?v=3YxaaGgTQYM&t=50s,TRUE,
Rock / Pop-punk,Evanescence,My Immortal,https://www.youtube.com/watch?v=5anLPw0Efmo&t=60s,TRUE,
Rock / Pop-punk,Evanescence,Going Under,https://www.youtube.com/watch?v=CdhqVtpR2ts&t=52s,TRUE,
Rock / Pop-punk,Fall Out Boy,"Sugar, We're Goin Down",https://www.youtube.com/watch?v=uhG-vLZrb-g&t=40s,TRUE,
Rock / Pop-punk,Fall Out Boy,Thnks fr th Mmrs,https://www.youtube.com/watch?v=onzL0EM1pKY&t=55s,TRUE,
Rock / Pop-punk,Fall Out Boy,"Dance, Dance",https://www.youtube.com/watch?v=C6MOKXm8x50&t=60s,TRUE,
Rock / Pop-punk,Foo Fighters,Everlong,https://www.youtube.com/watch?v=eBG7P-K-r1Y&t=45s,TRUE,
Rock / Pop-punk,Foo Fighters,The Pretender,https://www.youtube.com/watch?v=SBjQ9tuuTJQ&t=50s,TRUE,
Rock / Pop-punk,Foo Fighters,Learn to Fly,https://www.youtube.com/watch?v=1VQ_3sBZEm0&t=90s,TRUE,
Rock / Pop-punk,Franz Ferdinand,Take Me Out,https://www.youtube.com/watch?v=Ijk4j-r7qPA&t=60s,TRUE,
Rock / Pop-punk,Franz Ferdinand,Do You Want To,https://www.youtube.com/watch?v=1OJRRUnY--A&t=45s,TRUE,
Rock / Pop-punk,Franz Ferdinand,No You Girls,https://www.youtube.com/watch?v=j-5L5McaBAY&t=45s,TRUE,
Rock / Pop-punk,Gojira,Stranded,https://www.youtube.com/watch?v=FNdC_3LR2AI&t=30s,TRUE,
Rock / Pop-punk,Gojira,Silvera,https://www.youtube.com/watch?v=iVvXB-Vwnco&t=25s,TRUE,
Rock / Pop-punk,Gojira,L'Enfant Sauvage,https://www.youtube.com/watch?v=BGHlZwMYO9g&t=35s,TRUE,
Rock / Pop-punk,Good Charlotte,The Anthem,https://www.youtube.com/watch?v=desJKYvdq9A&t=45s,TRUE,
Rock / Pop-punk,Good Charlotte,Lifestyles of the Rich & Famous,https://www.youtube.com/watch?v=y-jC3H_8Dk4&t=50s,TRUE,
Rock / Pop-punk,Good Charlotte,I Just Wanna Live,https://www.youtube.com/watch?v=rISYCquFeI8&t=40s,TRUE,
Rock / Pop-punk,Green Day,Basket Case,https://www.youtube.com/watch?v=NUTGr5t3MoY&t=15s,TRUE,
Rock / Pop-punk,Green Day,American Idiot,https://www.youtube.com/watch?v=Ee_uujKuJMI&t=16s,TRUE,
